region,polyarchy,gdp_pc,flfp,women_rep
The West,0.8709620098039216,37.91305416666667,53.266401515151514,28.442165109034267
Latin America,0.6352482352941177,9.610284,48.30938181818182,21.775394126738792
Eastern Europe,0.5383296482412061,12.176553652968035,51.15131216931217,18.340269905533066
Asia,0.40768592436974793,9.746391358024692,50.24383838383839,14.577153965785378
Africa,0.39126869158878497,4.410484472049689,56.65290920716112,17.74559377559378
Middle East,0.24441977077363897,21.134318739054294,26.771835147744945,10.437222222222227
